
Circuit: ** sch_path: /home/oe23ranan/mpw/saradcspr2022/tb_my_dynamic_comp.sch

Scale set
Doing analysis at TEMP = 27.000000 and TNOM = 27.000000

Warning: include: has no value, DC 0 assumed

Initial Transient Solution
--------------------------

Node                                   Voltage
----                                   -------
x1.net1                               0.781182
clk                                          0
x1.net3                                 1.5511
inn                                      0.925
x1.net2                                1.56665
inp                                      0.875
net1                                       1.8
net2                                       1.8
vdd                                        1.8
outp                               5.18409e-06
outn                               5.18409e-06
sky130_fd_pr__esd_nfet_05v0_nvt.pm3               0
                                             0
v4#branch                         -1.69192e-08
v3#branch                                    0
v2#branch                                    0
v1#branch                                    0


No. of Data Rows : 3913
     ** sch_path: /home/oe23ranan/mpw/saradcspr2022/tb_my_dynamic_comp.sch
     Transient Analysis  Thu May  5 10:27:21  2022
--------------------------------------------------------------------------------
Index   time            inp             inn             outp            
--------------------------------------------------------------------------------
0	0.000000e+00	8.750000e-01	9.250000e-01	5.184087e-06	
1	1.000000e-11	8.750005e-01	9.249995e-01	5.183904e-06	
2	2.000000e-11	8.750010e-01	9.249990e-01	5.183935e-06	
3	4.000000e-11	8.750020e-01	9.249980e-01	5.184015e-06	
4	8.000000e-11	8.750040e-01	9.249960e-01	5.184082e-06	
5	1.600000e-10	8.750080e-01	9.249920e-01	5.184089e-06	
6	3.200000e-10	8.750160e-01	9.249840e-01	5.184091e-06	
7	6.400000e-10	8.750320e-01	9.249680e-01	5.184088e-06	
8	1.000000e-09	8.750500e-01	9.249500e-01	5.184091e-06	
9	1.006000e-09	8.750503e-01	9.249497e-01	2.768514e-03	
10	1.018000e-09	8.750509e-01	9.249491e-01	2.638180e-03	
11	1.042000e-09	8.750521e-01	9.249479e-01	1.618757e-03	
12	1.060000e-09	8.750530e-01	9.249470e-01	-8.78096e-04	
13	1.064660e-09	8.750532e-01	9.249468e-01	-3.09617e-03	
14	1.073980e-09	8.750537e-01	9.249463e-01	-5.03499e-03	
15	1.092621e-09	8.750546e-01	9.249454e-01	-5.43564e-03	
16	1.129902e-09	8.750565e-01	9.249435e-01	-2.07509e-03	
17	1.204463e-09	8.750602e-01	9.249398e-01	8.675118e-03	
18	1.281118e-09	8.750641e-01	9.249359e-01	-2.87093e-03	
19	1.364208e-09	8.750682e-01	9.249318e-01	2.812292e-03	
20	1.461762e-09	8.750731e-01	9.249269e-01	-2.52255e-03	
21	1.571375e-09	8.750786e-01	9.249214e-01	2.360019e-03	
22	1.790601e-09	8.750895e-01	9.249105e-01	-2.25599e-03	
23	2.041399e-09	8.751021e-01	9.248979e-01	2.211082e-03	
24	2.497197e-09	8.751249e-01	9.248751e-01	-2.15776e-03	
25	3.184979e-09	8.751592e-01	9.248408e-01	2.154752e-03	
26	4.184979e-09	8.752092e-01	9.247908e-01	-2.12171e-03	
27	5.184979e-09	8.752592e-01	9.247408e-01	2.125414e-03	
28	6.060000e-09	8.753030e-01	9.246970e-01	-2.09143e-03	
29	6.066000e-09	8.753033e-01	9.246967e-01	-5.48171e-04	
30	6.078000e-09	8.753039e-01	9.246961e-01	-1.10298e-03	
31	6.102000e-09	8.753051e-01	9.246949e-01	-6.84216e-04	
32	6.120000e-09	8.753060e-01	9.246940e-01	1.736442e-03	
33	6.124800e-09	8.753062e-01	9.246938e-01	2.766388e-03	
34	6.134400e-09	8.753067e-01	9.246933e-01	2.364192e-03	
35	6.153600e-09	8.753077e-01	9.246923e-01	1.691221e-04	
36	6.192000e-09	8.753096e-01	9.246904e-01	7.465371e-05	
37	6.231272e-09	8.753116e-01	9.246884e-01	-1.31835e-03	
38	6.274020e-09	8.753137e-01	9.246863e-01	-1.08804e-04	
39	6.342001e-09	8.753171e-01	9.246829e-01	2.912698e-04	
40	6.409313e-09	8.753205e-01	9.246795e-01	-1.34246e-04	
41	6.543935e-09	8.753272e-01	9.246728e-01	1.426222e-04	
42	6.813180e-09	8.753407e-01	9.246593e-01	-1.28072e-04	
43	7.351670e-09	8.753676e-01	9.246324e-01	1.380517e-04	
44	8.351670e-09	8.754176e-01	9.245824e-01	-1.26935e-04	
45	9.351670e-09	8.754676e-01	9.245324e-01	1.368436e-04	
46	1.035167e-08	8.755176e-01	9.244824e-01	-1.25884e-04	
47	1.100000e-08	8.755500e-01	9.244500e-01	1.354587e-04	
48	1.100600e-08	8.755503e-01	9.244497e-01	2.747124e-03	
49	1.101800e-08	8.755509e-01	9.244491e-01	2.586967e-03	
50	1.104200e-08	8.755521e-01	9.244479e-01	1.330292e-03	
51	1.106000e-08	8.755530e-01	9.244470e-01	-2.38535e-03	
52	1.106480e-08	8.755532e-01	9.244468e-01	-4.30717e-03	
53	1.107440e-08	8.755537e-01	9.244463e-01	-5.43306e-03	
54	1.109360e-08	8.755547e-01	9.244453e-01	-5.88653e-03	

Index   time            inp             inn             outp            
--------------------------------------------------------------------------------
55	1.113200e-08	8.755566e-01	9.244434e-01	1.158284e-03	
56	1.120880e-08	8.755604e-01	9.244396e-01	7.384552e-03	
57	1.128898e-08	8.755644e-01	9.244356e-01	-2.94839e-03	
58	1.137208e-08	8.755686e-01	9.244314e-01	2.773364e-03	
59	1.147511e-08	8.755738e-01	9.244262e-01	-2.50580e-03	
60	1.158954e-08	8.755795e-01	9.244205e-01	2.354865e-03	
61	1.181839e-08	8.755909e-01	9.244091e-01	-2.25605e-03	
62	1.208663e-08	8.756043e-01	9.243957e-01	2.215625e-03	
63	1.256804e-08	8.756284e-01	9.243716e-01	-2.16444e-03	
64	1.330515e-08	8.756653e-01	9.243347e-01	2.162792e-03	
65	1.430515e-08	8.757153e-01	9.242847e-01	-2.12986e-03	
66	1.530515e-08	8.757653e-01	9.242347e-01	2.133469e-03	
67	1.606000e-08	8.758030e-01	9.241970e-01	-2.09705e-03	
68	1.606600e-08	8.758033e-01	9.241967e-01	-5.50783e-04	
69	1.607800e-08	8.758039e-01	9.241961e-01	-1.09770e-03	
70	1.610200e-08	8.758051e-01	9.241949e-01	-6.88192e-04	
71	1.612000e-08	8.758060e-01	9.241940e-01	1.739045e-03	
72	1.612480e-08	8.758062e-01	9.241938e-01	2.767555e-03	
73	1.613440e-08	8.758067e-01	9.241933e-01	2.364892e-03	
74	1.615360e-08	8.758077e-01	9.241923e-01	1.687774e-04	
75	1.619200e-08	8.758096e-01	9.241904e-01	7.332432e-05	
76	1.623126e-08	8.758116e-01	9.241884e-01	-1.31794e-03	
77	1.627400e-08	8.758137e-01	9.241863e-01	-1.08616e-04	
78	1.634200e-08	8.758171e-01	9.241829e-01	2.911706e-04	
79	1.640931e-08	8.758205e-01	9.241795e-01	-1.33979e-04	
80	1.654392e-08	8.758272e-01	9.241728e-01	1.423640e-04	
81	1.681315e-08	8.758407e-01	9.241593e-01	-1.27805e-04	
82	1.735162e-08	8.758676e-01	9.241324e-01	1.377912e-04	
83	1.835162e-08	8.759176e-01	9.240824e-01	-1.26674e-04	
84	1.935162e-08	8.759676e-01	9.240324e-01	1.365843e-04	
85	2.035162e-08	8.760176e-01	9.239824e-01	-1.25625e-04	
86	2.100000e-08	8.760500e-01	9.239500e-01	1.352021e-04	
87	2.100600e-08	8.760503e-01	9.239497e-01	2.747135e-03	
88	2.101800e-08	8.760509e-01	9.239491e-01	2.586974e-03	
89	2.104200e-08	8.760521e-01	9.239479e-01	1.329921e-03	
90	2.106000e-08	8.760530e-01	9.239470e-01	-2.41095e-03	
91	2.106480e-08	8.760532e-01	9.239468e-01	-4.33937e-03	
92	2.107440e-08	8.760537e-01	9.239463e-01	-5.47214e-03	
93	2.109360e-08	8.760547e-01	9.239453e-01	-5.93450e-03	
